Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-10-22 00:00:00+00:00,23605.32421875,23703.134765625,23395.548828125,23443.521484375,712272941,0.0,0.0
2014-10-23 00:00:00+00:00,23431.53125,23522.58203125,21800.298828125,21920.783203125,1618104004,0.0,0.0
2014-10-24 00:00:00+00:00,21931.42578125,22283.33984375,21608.1328125,21916.380859375,953221412,0.0,0.0
2014-10-25 00:00:00+00:00,21932.6484375,22009.09765625,20970.357421875,21239.09375,1108677900,0.0,0.0
2014-10-26 00:00:00+00:00,21252.3046875,21969.95703125,21034.8203125,21693.697265625,689426100,0.0,0.0
2014-10-27 00:00:00+00:00,21698.162109375,21975.17578125,21426.67578125,21634.697265625,798792570,0.0,0.0
2014-10-28 00:00:00+00:00,21648.546875,22079.619140625,21640.3828125,21876.56640625,479956017,0.0,0.0
2014-10-29 00:00:00+00:00,21844.205078125,21889.71875,20548.140625,20563.337890625,1114757693,0.0,0.0
2014-10-30 00:00:00+00:00,20570.5703125,21554.830078125,20581.796875,21210.359375,1853677508,0.0,0.0
2014-10-31 00:00:00+00:00,21192.177734375,21329.939453125,20697.146484375,20769.52734375,770162106,0.0,0.0
2014-11-01 00:00:00+00:00,20789.72265625,20905.07421875,19709.56640625,19997.73046875,1023813308,0.0,0.0
2014-11-02 00:00:00+00:00,20017.744140625,20200.37890625,19683.23046875,20006.509765625,528176232,0.0,0.0
2014-11-03 00:00:00+00:00,19986.681640625,20529.43359375,19981.27734375,20115.08984375,795167385,0.0,0.0
2014-11-04 00:00:00+00:00,20090.95703125,20358.8828125,19945.099609375,20254.203125,959447318,0.0,0.0
2014-11-05 00:00:00+00:00,20265.908203125,21089.72265625,20265.908203125,20851.23046875,1217172424,0.0,0.0
2014-11-06 00:00:00+00:00,20849.51171875,21703.87890625,20786.001953125,21477.841796875,1155827530,0.0,0.0
2014-11-07 00:00:00+00:00,21510.30859375,21700.072265625,21020.93359375,21060.234375,1035387471,0.0,0.0
2014-11-08 00:00:00+00:00,21044.181640625,21344.203125,21044.181640625,21249.240234375,524974082,0.0,0.0
2014-11-09 00:00:00+00:00,21242.3515625,22364.818359375,21173.404296875,22342.552734375,1488765428,0.0,0.0
2014-11-10 00:00:00+00:00,22281.109375,23071.798828125,21945.306640625,22554.818359375,1871767647,0.0,0.0
2014-11-11 00:00:00+00:00,22489.228515625,22862.484375,22382.431640625,22615.08203125,974171544,0.0,0.0
2014-11-12 00:00:00+00:00,22632.916015625,26367.49609375,22632.916015625,25989.703125,2809257152,0.0,0.0
2014-11-13 00:00:00+00:00,26217.47265625,28131.787109375,24705.1640625,25913.068359375,3630422550,0.0,0.0
2014-11-14 00:00:00+00:00,25770.302734375,25821.732421875,23751.1015625,24547.359375,1825801586,0.0,0.0
2014-11-15 00:00:00+00:00,24660.40234375,25023.10546875,22893.048828125,23209.287109375,970465387,0.0,0.0
2014-11-16 00:00:00+00:00,23122.71484375,24114.25390625,23114.81640625,23934.2578125,734635048,0.0,0.0
2014-11-17 00:00:00+00:00,23963.07421875,25301.07421875,23337.173828125,23949.5625,2566692216,0.0,0.0
2014-11-18 00:00:00+00:00,23972.869140625,24221.013671875,22897.919921875,23155.34375,1988611588,0.0,0.0
2014-11-19 00:00:00+00:00,23074.9921875,23902.8828125,23074.9921875,23567.771484375,1172446374,0.0,0.0
2014-11-20 00:00:00+00:00,23552.412109375,23658.80859375,22091.880859375,22157.453125,1562439744,0.0,0.0
2014-11-21 00:00:00+00:00,22159.8671875,22159.8671875,21283.328125,21669.25,1843616801,0.0,0.0
2014-11-22 00:00:00+00:00,21715.94140625,22533.4921875,21671.1015625,21797.22265625,943298663,0.0,0.0
2014-11-23 00:00:00+00:00,21812.970703125,22904.314453125,21812.970703125,22702.2265625,935800695,0.0,0.0
2014-11-24 00:00:00+00:00,22663.625,23948.876953125,22650.978515625,23311.326171875,1913026685,0.0,0.0
2014-11-25 00:00:00+00:00,23310.3984375,24435.9375,23195.380859375,23215.2734375,1573600070,0.0,0.0
2014-11-26 00:00:00+00:00,23256.775390625,23349.291015625,22600.11328125,22757.8984375,1149213026,0.0,0.0
2014-11-27 00:00:00+00:00,22889.615234375,23131.40625,22776.400390625,22862.2421875,541021915,0.0,0.0
2014-11-28 00:00:00+00:00,22843.935546875,23810.609375,22243.02734375,23413.12109375,1427157568,0.0,0.0
2014-11-29 00:00:00+00:00,23394.7734375,24106.845703125,23145.556640625,23353.662109375,956285442,0.0,0.0
2014-11-30 00:00:00+00:00,23354.845703125,23791.267578125,23217.953125,23512.6328125,571848196,0.0,0.0
2014-12-01 00:00:00+00:00,23525.1953125,23836.919921875,23372.3125,23492.33203125,728659035,0.0,0.0
2014-12-02 00:00:00+00:00,23492.640625,23766.19140625,23425.6171875,23561.453125,763977739,0.0,0.0
2014-12-03 00:00:00+00:00,23586.6015625,23720.80078125,23171.08203125,23193.619140625,825058505,0.0,0.0
2014-12-04 00:00:00+00:00,23237.40625,23433.064453125,22718.3125,22832.287109375,897566040,0.0,0.0
2014-12-05 00:00:00+00:00,22822.279296875,23473.12109375,22594.578125,23328.392578125,939798965,0.0,0.0
2014-12-06 00:00:00+00:00,23322.388671875,23427.06640625,22962.609375,23200.31640625,433897936,0.0,0.0
2014-12-07 00:00:00+00:00,23203.47265625,23293.603515625,23106.841796875,23219.505859375,401852610,0.0,0.0
2014-12-08 00:00:00+00:00,23211.458984375,23277.322265625,22369.982421875,22371.404296875,1168223141,0.0,0.0
2014-12-09 00:00:00+00:00,22370.5390625,22442.986328125,21352.466796875,21791.7890625,2036481985,0.0,0.0
2014-12-10 00:00:00+00:00,21790.921875,21777.33203125,21474.62890625,21474.62890625,1018517400,0.0,0.0
2014-12-11 00:00:00+00:00,21349.080078125,22472.791015625,21003.306640625,21896.111328125,2025983311,0.0,0.0
2014-12-12 00:00:00+00:00,21916.537109375,22066.732421875,21784.40625,22039.162109375,1062117347,0.0,0.0
2014-12-13 00:00:00+00:00,22029.099609375,22029.099609375,21666.94921875,21716.2109375,729918888,0.0,0.0
2014-12-14 00:00:00+00:00,21675.638671875,22087.55078125,21593.806640625,21982.2734375,776136228,0.0,0.0
2014-12-15 00:00:00+00:00,21965.33203125,21993.71484375,21787.755859375,21813.716796875,1090493193,0.0,0.0
2014-12-16 00:00:00+00:00,21834.435546875,21719.9453125,20815.861328125,20815.861328125,1964396561,0.0,0.0
2014-12-17 00:00:00+00:00,20802.6875,21186.04296875,20016.87890625,20310.572265625,2386125168,0.0,0.0
2014-12-18 00:00:00+00:00,20311.14453125,20560.37890625,19230.50390625,19611.720703125,2467115540,0.0,0.0
2014-12-19 00:00:00+00:00,19598.052734375,20144.025390625,19338.71875,20100.390625,1506572844,0.0,0.0
2014-12-20 00:00:00+00:00,20086.224609375,20889.75390625,19986.623046875,20866.41796875,1318977708,0.0,0.0
2014-12-21 00:00:00+00:00,20840.298828125,20845.73828125,20167.42578125,20290.111328125,961728624,0.0,0.0
2014-12-22 00:00:00+00:00,20304.33984375,21095.3125,20235.638671875,20980.171875,1410649047,0.0,0.0
2014-12-23 00:00:00+00:00,20988.455078125,21330.68359375,20835.7890625,21221.90234375,1051301506,0.0,0.0
2014-12-24 00:00:00+00:00,21210.041015625,21232.62109375,20410.990234375,20485.74609375,958587434,0.0,0.0
2014-12-25 00:00:00+00:00,20469.99609375,20494.38671875,20131.587890625,20261.79296875,627759395,0.0,0.0
2014-12-26 00:00:00+00:00,20270.939453125,21064.482421875,20110.564453125,20842.03125,1043010354,0.0,0.0
2014-12-27 00:00:00+00:00,20820.357421875,20904.76171875,19869.982421875,20075.462890625,965133349,0.0,0.0
2014-12-28 00:00:00+00:00,20094.33984375,20340.1796875,19771.33984375,20162.91796875,742135504,0.0,0.0
2014-12-29 00:00:00+00:00,20192.28125,20355.369140625,19883.025390625,19906.13671875,783238663,0.0,0.0
2014-12-30 00:00:00+00:00,19909.25390625,20067.5,19601.873046875,19694.51171875,794043654,0.0,0.0
2014-12-31 00:00:00+00:00,19705.728515625,20181.763671875,19552.599609375,20181.763671875,878820987,0.0,0.0
2015-01-01 00:00:00+00:00,20197.017578125,20197.017578125,19892.08984375,19907.673828125,509115443,0.0,0.0
2015-01-02 00:00:00+00:00,19896.90625,19983.1328125,19864.34375,19932.076171875,497343325,0.0,0.0
2015-01-03 00:00:00+00:00,19920.306640625,19939.541015625,17784.05859375,17784.05859375,2091351888,0.0,0.0
2015-01-04 00:00:00+00:00,17788.107421875,18173.04296875,16299.111328125,16715.6171875,3519653157,0.0,0.0
2015-01-05 00:00:00+00:00,16771.865234375,17625.943359375,16771.865234375,17385.18359375,2784603752,0.0,0.0
2015-01-06 00:00:00+00:00,17393.859375,18279.744140625,17321.650390625,18193.03515625,1477729149,0.0,0.0
2015-01-07 00:00:00+00:00,18185.9140625,18902.166015625,17995.33203125,18622.703125,1573322436,0.0,0.0
2015-01-08 00:00:00+00:00,18609.921875,18609.921875,17683.90625,17757.482421875,1252303275,0.0,0.0
2015-01-09 00:00:00+00:00,17696.94140625,18149.50390625,17581.001953125,18105.486328125,1167011117,0.0,0.0
2015-01-10 00:00:00+00:00,17911.90625,17963.279296875,17080.41015625,17132.15625,951652783,0.0,0.0
2015-01-11 00:00:00+00:00,17120.435546875,17434.03125,16523.857421875,16562.572265625,1134728876,0.0,0.0
2015-01-12 00:00:00+00:00,16592.873046875,16913.333984375,16508.701171875,16620.7578125,1171805820,0.0,0.0
2015-01-13 00:00:00+00:00,16595.80859375,16650.61328125,13627.5751953125,13996.60546875,4514136731,0.0,0.0
2015-01-14 00:00:00+00:00,13874.7109375,13874.7109375,10649.0556640625,11058.4150390625,6062387131,0.0,0.0
2015-01-15 00:00:00+00:00,10983.53515625,14214.7529296875,10983.53515625,13022.91796875,5074863658,0.0,0.0
2015-01-16 00:00:00+00:00,12974.884765625,13717.5908203125,12358.8330078125,12873.9208984375,2376915165,0.0,0.0
2015-01-17 00:00:00+00:00,12857.650390625,13098.73828125,12055.94140625,12327.2197265625,1451952991,0.0,0.0
2015-01-18 00:00:00+00:00,12376.09375,13529.56640625,12033.11328125,13012.6220703125,1861214712,0.0,0.0
2015-01-19 00:00:00+00:00,13082.6533203125,13356.9462890625,12785.30078125,13241.8828125,1149911029,0.0,0.0
2015-01-20 00:00:00+00:00,13121.4580078125,13265.302734375,12657.32421875,13027.5703125,1482750315,0.0,0.0
2015-01-21 00:00:00+00:00,13031.4541015625,14020.3505859375,13008.5478515625,13965.5107421875,1841859130,0.0,0.0
2015-01-22 00:00:00+00:00,13991.669921875,14588.51953125,13937.0126953125,14375.4755859375,2066011914,0.0,0.0
2015-01-23 00:00:00+00:00,14382.3115234375,14426.5283203125,13869.8212890625,14305.7568359375,1512511031,0.0,0.0
2015-01-24 00:00:00+00:00,14294.7607421875,15247.541015625,14130.251953125,15225.2412109375,1522388975,0.0,0.0
2015-01-25 00:00:00+00:00,15194.833984375,15669.1962890625,14982.1630859375,15585.896484375,2062985261,0.0,0.0
2015-01-26 00:00:00+00:00,15608.072265625,19027.115234375,15608.072265625,16809.017578125,6564093210,0.0,0.0
2015-01-27 00:00:00+00:00,16790.208984375,16932.37890625,15400.1201171875,16176.0478515625,2725876605,0.0,0.0
2015-01-28 00:00:00+00:00,16168.435546875,16363.9169921875,13927.6826171875,14349.0478515625,2720697005,0.0,0.0
2015-01-29 00:00:00+00:00,14314.2666015625,14642.94140625,13653.2451171875,14429.6318359375,1990585176,0.0,0.0
2015-01-30 00:00:00+00:00,14383.84375,14988.93359375,14004.298828125,14040.63671875,1649791113,0.0,0.0
2015-01-31 00:00:00+00:00,14041.62890625,14479.6064453125,13413.3427734375,13484.96484375,1447824217,0.0,0.0
2015-02-01 00:00:00+00:00,13447.9443359375,14359.9267578125,13147.0712890625,14070.4482421875,1805733972,0.0,0.0
2015-02-02 00:00:00+00:00,14040.6298828125,14952.7568359375,13778.138671875,14704.6376953125,1889525750,0.0,0.0
2015-02-03 00:00:00+00:00,14656.80078125,15176.7763671875,13826.3125,14002.2548828125,2512732697,0.0,0.0
2015-02-04 00:00:00+00:00,14017.2255859375,14205.6669921875,13644.8837890625,14036.416015625,1645509015,0.0,0.0
2015-02-05 00:00:00+00:00,14086.6572265625,14779.955078125,13247.0087890625,13402.3916015625,1389950882,0.0,0.0
2015-02-06 00:00:00+00:00,13390.787109375,14275.23046875,13348.0009765625,13772.712890625,1514133365,0.0,0.0
2015-02-07 00:00:00+00:00,13795.453125,14270.4775390625,13793.8427734375,14112.7763671875,1338704253,0.0,0.0
2015-02-08 00:00:00+00:00,14108.99609375,14217.1259765625,13699.0361328125,13842.7197265625,1062325165,0.0,0.0
2015-02-09 00:00:00+00:00,13841.294921875,13920.1708984375,13481.08984375,13674.83984375,1726598432,0.0,0.0
2015-02-10 00:00:00+00:00,13685.525390625,13819.2421875,13344.1240234375,13704.5,1316289996,0.0,0.0
2015-02-11 00:00:00+00:00,13697.8291015625,13930.6376953125,13607.1416015625,13672.73828125,1073052802,0.0,0.0
2015-02-12 00:00:00+00:00,13674.1728515625,13812.623046875,13584.5537109375,13786.55859375,945334480,0.0,0.0
2015-02-13 00:00:00+00:00,13799.3017578125,14900.4306640625,13749.1318359375,14611.96484375,2652965382,0.0,0.0
2015-02-14 00:00:00+00:00,14618.2333984375,16125.1923828125,14618.2333984375,15970.8349609375,3086687399,0.0,0.0
2015-02-15 00:00:00+00:00,15982.376953125,16485.359375,14140.15625,14576.64453125,3510461954,0.0,0.0
2015-02-16 00:00:00+00:00,14576.64453125,14895.810546875,14224.716796875,14541.2001953125,1750698419,0.0,0.0
2015-02-17 00:00:00+00:00,14515.0205078125,15265.3056640625,14442.8916015625,15130.666015625,1699527614,0.0,0.0
2015-02-18 00:00:00+00:00,15141.224609375,15190.6298828125,14445.576171875,14669.0146484375,1564241377,0.0,0.0
2015-02-19 00:00:00+00:00,14674.228515625,15055.1279296875,14622.53515625,14936.640625,1135743610,0.0,0.0
2015-02-20 00:00:00+00:00,14934.6513671875,15380.8017578125,14876.931640625,15138.3837890625,1482714418,0.0,0.0
2015-02-21 00:00:00+00:00,15136.70703125,15855.06640625,15101.4345703125,15185.267578125,762834079,0.0,0.0
2015-02-22 00:00:00+00:00,15185.8896484375,15300.6474609375,14555.0029296875,14686.146484375,1215272609,0.0,0.0
2015-02-23 00:00:00+00:00,14687.2666015625,14926.904296875,14451.4501953125,14851.3662109375,1019550280,0.0,0.0
2015-02-24 00:00:00+00:00,14857.9560546875,14919.443359375,14716.0244140625,14839.767578125,882696864,0.0,0.0
2015-02-25 00:00:00+00:00,14849.40234375,14863.66015625,14612.28125,14693.4326171875,711326225,0.0,0.0
2015-02-26 00:00:00+00:00,14685.203125,14706.619140625,14506.482421875,14599.943359375,841034722,0.0,0.0
2015-02-27 00:00:00+00:00,14600.5615234375,15863.72265625,14599.9228515625,15648.216796875,2713408520,0.0,0.0
2015-02-28 00:00:00+00:00,15629.2294921875,15701.4814453125,15380.1064453125,15675.0341796875,859959001,0.0,0.0
2015-03-01 00:00:00+00:00,15676.267578125,16135.39453125,15161.4990234375,16045.486328125,1554815417,0.0,0.0
2015-03-02 00:00:00+00:00,16055.0439453125,17102.755859375,15986.6806640625,17064.498046875,2504903715,0.0,0.0
2015-03-03 00:00:00+00:00,17025.869140625,17664.107421875,16602.625,17412.029296875,3119017999,0.0,0.0
2015-03-04 00:00:00+00:00,17429.830078125,17698.548828125,16696.01953125,17014.369140625,2578272634,0.0,0.0
2015-03-05 00:00:00+00:00,16992.376953125,17573.203125,16484.04296875,17244.58203125,2578925986,0.0,0.0
2015-03-06 00:00:00+00:00,17208.4921875,17306.609375,16846.1015625,17031.55078125,1805985305,0.0,0.0
2015-03-07 00:00:00+00:00,17004.759765625,17351.982421875,16869.8046875,17252.498046875,1113227455,0.0,0.0
2015-03-08 00:00:00+00:00,17263.2421875,17352.232421875,17021.68359375,17133.544921875,1378151389,0.0,0.0
2015-03-09 00:00:00+00:00,17162.1484375,18330.37109375,17105.412109375,18149.728515625,3708709630,0.0,0.0
2015-03-10 00:00:00+00:00,18165.708984375,18813.05859375,18169.552734375,18297.1171875,4250103403,0.0,0.0
2015-03-11 00:00:00+00:00,18282.376953125,18666.90625,18260.72265625,18599.234375,2131401148,0.0,0.0
2015-03-12 00:00:00+00:00,18583.421875,18559.564453125,18287.5078125,18407.103515625,2037679638,0.0,0.0
2015-03-13 00:00:00+00:00,18392.345703125,18430.83203125,17997.888671875,17997.888671875,1981939392,0.0,0.0
2015-03-14 00:00:00+00:00,17941.43359375,18061.279296875,17722.814453125,17780.150390625,1426291174,0.0,0.0
2015-03-15 00:00:00+00:00,17751.134765625,18073.533203125,17724.076171875,18064.955078125,755043983,0.0,0.0
2015-03-16 00:00:00+00:00,18020.294921875,18484.998046875,18020.294921875,18245.228515625,1350914158,0.0,0.0
2015-03-17 00:00:00+00:00,18245.35546875,18338.59375,17805.650390625,17876.466796875,1346014932,0.0,0.0
2015-03-18 00:00:00+00:00,17849.041015625,17877.69921875,15664.5498046875,16067.58984375,3573877126,0.0,0.0
2015-03-19 00:00:00+00:00,16041.322265625,16531.103515625,15587.189453125,16302.7822265625,3294695360,0.0,0.0
2015-03-20 00:00:00+00:00,16304.5302734375,16563.59375,16182.07421875,16331.828125,1151605797,0.0,0.0
2015-03-21 00:00:00+00:00,16325.2783203125,16359.720703125,15951.28125,16224.259765625,1068832590,0.0,0.0
2015-03-22 00:00:00+00:00,16217.5205078125,16830.865234375,16197.1181640625,16719.36328125,1150445250,0.0,0.0
2015-03-23 00:00:00+00:00,16715.30859375,17252.033203125,16284.46484375,16595.228515625,1419242359,0.0,0.0
2015-03-24 00:00:00+00:00,16585.087890625,16611.591796875,15236.4443359375,15294.5517578125,2495609704,0.0,0.0
2015-03-25 00:00:00+00:00,15411.4423828125,15544.373046875,14734.884765625,15377.095703125,2240192774,0.0,0.0
2015-03-26 00:00:00+00:00,15382.029296875,15980.32421875,15297.4033203125,15614.2216796875,1616507834,0.0,0.0
2015-03-27 00:00:00+00:00,15616.357421875,16053.8974609375,15405.4580078125,15442.5,1079904096,0.0,0.0
2015-03-28 00:00:00+00:00,15439.1240234375,15891.091796875,15439.1240234375,15803.13671875,1002763178,0.0,0.0
2015-03-29 00:00:00+00:00,15799.5107421875,15824.453125,15062.25390625,15178.7607421875,1357034907,0.0,0.0
2015-03-30 00:00:00+00:00,15189.142578125,15561.7490234375,14974.4853515625,15471.984375,1438249562,0.0,0.0
2015-03-31 00:00:00+00:00,15467.4833984375,15561.8671875,15166.2109375,15216.0341796875,1412547219,0.0,0.0
2015-04-01 00:00:00+00:00,15215.97265625,15389.1533203125,15027.8857421875,15372.109375,1422202317,0.0,0.0
2015-04-02 00:00:00+00:00,15360.732421875,15790.271484375,15259.966796875,15703.3876953125,1630674601,0.0,0.0
2015-04-03 00:00:00+00:00,15707.6708984375,15907.951171875,15635.388671875,15755.248046875,1433931870,0.0,0.0
2015-04-04 00:00:00+00:00,15753.3271484375,15813.232421875,15555.6455078125,15716.529296875,773972325,0.0,0.0
2015-04-05 00:00:00+00:00,15720.494140625,16148.8154296875,15607.806640625,16144.0458984375,1217267940,0.0,0.0
2015-04-06 00:00:00+00:00,16151.666015625,16250.142578125,15823.439453125,15890.9892578125,1246079158,0.0,0.0
2015-04-07 00:00:00+00:00,15877.4306640625,15911.4033203125,15709.849609375,15774.658203125,1150631671,0.0,0.0
2015-04-08 00:00:00+00:00,15767.4306640625,15795.6298828125,15190.3681640625,15235.443359375,1870769343,0.0,0.0
2015-04-09 00:00:00+00:00,15218.5927734375,15301.25390625,14897.861328125,15183.7197265625,1348630293,0.0,0.0
2015-04-10 00:00:00+00:00,15184.8408203125,15184.2080078125,14491.693359375,14699.1416015625,1798352171,0.0,0.0
2015-04-11 00:00:00+00:00,14695.654296875,14914.8916015625,14581.0234375,14729.0283203125,1018987361,0.0,0.0
2015-04-12 00:00:00+00:00,14727.970703125,14802.2529296875,14538.6826171875,14699.9814453125,771118283,0.0,0.0
2015-04-13 00:00:00+00:00,14687.3447265625,14781.189453125,13850.73046875,14011.556640625,1945373257,0.0,0.0
2015-04-14 00:00:00+00:00,14022.287109375,14036.1171875,13469.7412109375,13656.169921875,1976464812,0.0,0.0
2015-04-15 00:00:00+00:00,13650.810546875,13956.3671875,13625.8994140625,13956.3671875,1406779055,0.0,0.0
2015-04-16 00:00:00+00:00,13961.6064453125,14318.4873046875,13961.6064453125,14245.423828125,1545954386,0.0,0.0
2015-04-17 00:00:00+00:00,14245.5478515625,14264.0029296875,13860.2783203125,13939.107421875,1277685821,0.0,0.0
2015-04-18 00:00:00+00:00,13937.29296875,14028.7900390625,13813.6513671875,13968.7509765625,809208942,0.0,0.0
2015-04-19 00:00:00+00:00,13975.0048828125,14156.1845703125,13901.091796875,13921.515625,939452121,0.0,0.0
2015-04-20 00:00:00+00:00,13922.265625,14254.1142578125,13880.2216796875,14183.626953125,1159607762,0.0,0.0
2015-04-21 00:00:00+00:00,14183.248046875,14792.4912109375,14122.1025390625,14792.4912109375,1570486754,0.0,0.0
2015-04-22 00:00:00+00:00,14813.4287109375,14980.3447265625,14696.9638671875,14737.2578125,1500805582,0.0,0.0
2015-04-23 00:00:00+00:00,14729.5166015625,14965.4150390625,14689.205078125,14964.5927734375,1078130074,0.0,0.0
2015-04-24 00:00:00+00:00,14933.4560546875,14951.8203125,14612.7705078125,14720.7177734375,1365256942,0.0,0.0
2015-04-25 00:00:00+00:00,14718.6162109375,14803.01953125,14406.8486328125,14410.2216796875,888406486,0.0,0.0
2015-04-26 00:00:00+00:00,14411.4951171875,14445.4853515625,13677.2021484375,13967.2021484375,1842330181,0.0,0.0
2015-04-27 00:00:00+00:00,13967.138671875,14776.6748046875,13852.919921875,14522.126953125,2443134436,0.0,0.0
2015-04-28 00:00:00+00:00,14502.048828125,14535.3642578125,14077.6171875,14235.640625,1353203676,0.0,0.0
2015-04-29 00:00:00+00:00,14219.0009765625,14329.4931640625,14123.009765625,14325.056640625,1201314517,0.0,0.0
2015-04-30 00:00:00+00:00,14317.7607421875,15221.2822265625,14282.6455078125,15002.5517578125,2148532858,0.0,0.0
2015-05-01 00:00:00+00:00,14989.4638671875,15171.951171875,14785.61328125,14785.61328125,1198711474,0.0,0.0
2015-05-02 00:00:00+00:00,14802.3056640625,15018.0263671875,14802.3056640625,14967.2490234375,798629184,0.0,0.0
2015-05-03 00:00:00+00:00,14964.064453125,15496.6748046875,14913.287109375,15296.3828125,1176964524,0.0,0.0
2015-05-04 00:00:00+00:00,15296.255859375,15443.8359375,15110.994140625,15199.107421875,1349591761,0.0,0.0
2015-05-05 00:00:00+00:00,15188.55078125,15211.69921875,14714.5439453125,14956.447265625,1515724231,0.0,0.0
2015-05-06 00:00:00+00:00,14964.5546875,14985.5556640625,14593.2578125,14627.1181640625,1883417597,0.0,0.0
2015-05-07 00:00:00+00:00,14619.4794921875,15327.037109375,14610.3857421875,15208.1962890625,1862426407,0.0,0.0
2015-05-08 00:00:00+00:00,15199.8662109375,15695.3759765625,15131.578125,15534.2685546875,1748300306,0.0,0.0
2015-05-09 00:00:00+00:00,15528.2802734375,15785.3134765625,15265.1962890625,15404.8916015625,1260670682,0.0,0.0
2015-05-10 00:00:00+00:00,15398.3310546875,15547.326171875,15214.8720703125,15310.7001953125,956956976,0.0,0.0
2015-05-11 00:00:00+00:00,15310.890625,15606.5322265625,15265.0078125,15502.2529296875,1337464458,0.0,0.0
2015-05-12 00:00:00+00:00,15501.4208984375,15549.314453125,15380.2138671875,15481.3671875,1238101037,0.0,0.0
2015-05-13 00:00:00+00:00,15499.73046875,15578.412109375,15052.916015625,15137.8662109375,1740646220,0.0,0.0
